x,sin_x,cos_x,s_pos,c_pos
4.52,-0.981550253091515,-0.191204342670302,FALSE,FALSE
4.53,-0.983413187547311,-0.181379443592811,FALSE,FALSE
4.54,-0.98517778150386,-0.171536406722112,FALSE,FALSE
4.55,-0.986843858503237,-0.161676216353687,FALSE,FALSE
4.56,-0.988411251939131,-0.151799858498356,FALSE,FALSE
4.57,-0.989879805073504,-0.141908320783673,FALSE,FALSE
4.58,-0.991249371052267,-0.13200259235517,FALSE,FALSE
4.59,-0.992519812919963,-0.122083663777433,FALSE,FALSE
4.6,-0.993691003633464,-0.112152526935055,FALSE,FALSE
4.61,-0.994762826074676,-0.102210174933442,FALSE,FALSE
4.62,-0.995735173062245,-0.092257601999512,FALSE,FALSE
4.63,-0.996607947362286,-0.082295803382262,FALSE,FALSE
4.64,-0.997381061698093,-0.072325775253255,FALSE,FALSE
4.65,-0.998054438758879,-0.062348514606993,FALSE,FALSE
4.66,-0.998628011207499,-0.052365019161226,FALSE,FALSE
4.67,-0.999101721687185,-0.042376287257182,FALSE,FALSE
4.68,-0.999475522827284,-0.032383317759725,FALSE,FALSE
4.69,-0.999749377247994,-0.022387109957478,FALSE,FALSE
4.7,-0.999923257564101,-0.012388663462891,FALSE,FALSE
4.71,-0.999997146387718,-0.002388978112282,FALSE,FALSE
4.72,-0.999971036330024,0.007610946134148,FALSE,TRUE
4.73,-0.999844930002004,0.017610109292306,FALSE,TRUE
4.74,-0.999618840014185,0.027607511454212,FALSE,TRUE
4.75,-0.999292788975378,0.037602152887977,FALSE,TRUE
4.76,-0.998866809490414,0.047593034137788,FALSE,TRUE
4.77,-0.998340944156888,0.057579156123846,FALSE,TRUE
4.78,-0.997715245560893,0.067559520242275,FALSE,TRUE
4.79,-0.99698977627177,0.077533128464979,FALSE,TRUE
4.8,-0.996164608835841,0.087498983439446,FALSE,TRUE
4.81,-0.995239825769163,0.097456088588486,FALSE,TRUE
4.82,-0.994215519549271,0.10740344820988,FALSE,TRUE
4.83,-0.993091792605935,0.117340067575955,FALSE,TRUE
4.84,-0.991868757310913,0.127264953033056,FALSE,TRUE
4.85,-0.990546535966713,0.137177112100907,FALSE,TRUE
4.86,-0.98912526079437,0.147075553571863,FALSE,TRUE
4.87,-0.987605073920215,0.156959287610023,FALSE,TRUE
4.88,-0.98598612736167,0.166827325850222,FALSE,TRUE
4.89,-0.984268583012041,0.176678681496857,FALSE,TRUE
4.9,-0.982452612624333,0.186512369422575,FALSE,TRUE
4.91,-0.980538397794069,0.196327406266778,FALSE,TRUE
4.92,-0.978526129941139,0.206122810533958,FALSE,TRUE
4.93,-0.97641601029065,0.215897602691854,FALSE,TRUE
4.94,-0.974208249852809,0.225650805269395,FALSE,TRUE
4.95,-0.971903069401821,0.235381442954451,FALSE,TRUE
4.96,-0.969500699453809,0.245088542691362,FALSE,TRUE
4.97,-0.967001380243766,0.254771133778243,FALSE,TRUE
4.98,-0.964405361701531,0.264428247964055,FALSE,TRUE
4.99,-0.961712903426793,0.274058919545427,FALSE,TRUE
5,-0.958924274663139,0.283662185463226,FALSE,TRUE
